frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	550.243		loss-noreward	ImageDisplay1		0.0		
0	552.483	0.75	loss-noreward	StartDisplay				
0	553.235		loss-noreward	ImageDisplay2		0.0		
0	556.228	1.6	loss-noreward	ChoiceDisplay		0.0		
0	557.832	0.0	loss-noreward	ChosenDisplay		0.0		
0	557.849	0.25	loss-noreward	TurnDisplay				
0	558.083	0.75	loss-noreward	OutcomeDisplay				
1	558.835		control-noreward	ImageDisplay1		0.0		
1	561.075	0.75	control-noreward	StartDisplay				
1	561.828		control-noreward	ImageDisplay2		0.0		
1	564.837	1.6	control-noreward	ChoiceDisplay		0.0		
1	566.425	0.0	control-noreward	ChosenDisplay		0.0		
1	566.441	0.25	control-noreward	TurnDisplay				
1	566.675	0.75	control-noreward	OutcomeDisplay				
2	567.428		control-reward	ImageDisplay1		0.0		
2	569.434	0.75	control-reward	StartDisplay				
2	570.186		control-reward	ImageDisplay2		0.0		
2	573.429	1.6	control-reward	ChoiceDisplay	1	0.615	1	1
2	574.064	0.985	control-reward	ChosenDisplay		0.0		
2	575.034	0.25	control-reward	TurnDisplay				
2	575.285	0.75	control-reward	OutcomeDisplay				
3	576.037		control-reward	ImageDisplay1		0.0		
3	578.026	0.75	control-reward	StartDisplay				
3	578.778		control-reward	ImageDisplay2		0.0		
3	582.038	1.6	control-reward	ChoiceDisplay	1	1.123	1	1
3	583.175	0.477	control-reward	ChosenDisplay		0.0		
3	583.643	0.25	control-reward	TurnDisplay				
3	583.894	0.75	control-reward	OutcomeDisplay				
4	584.646		win-reward	ImageDisplay1		0.0		
4	586.886	0.75	win-reward	StartDisplay				
4	587.638		win-reward	ImageDisplay2		0.0		
4	590.647	1.6	win-reward	ChoiceDisplay	1	1.013	1	1
4	591.684	0.587	win-reward	ChosenDisplay		0.0		
4	592.252	0.25	win-reward	TurnDisplay				
4	592.503	0.75	win-reward	OutcomeDisplay				
5	593.255		loss-noreward	ImageDisplay1		0.0		
5	595.495	0.75	loss-noreward	StartDisplay				
