frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	139.097		win-reward	ImageDisplay1		0.0		
0	141.337	0.75	win-reward	StartDisplay				
0	142.073		win-reward	ImageDisplay2		0.0		
0	145.081	1.6	win-reward	ChoiceDisplay	1	1.388	1	1
0	146.486	0.212	win-reward	ChosenDisplay		0.0		
0	146.686	0.25	win-reward	TurnDisplay				
0	146.937	0.75	win-reward	OutcomeDisplay				
1	147.689		control-reward	ImageDisplay1		0.0		
1	149.678	0.75	control-reward	StartDisplay				
1	150.431		control-reward	ImageDisplay2		0.0		
1	153.69	1.6	control-reward	ChoiceDisplay	1	0.774	1	1
1	154.476	0.826	control-reward	ChosenDisplay		0.0		
1	155.295	0.25	control-reward	TurnDisplay				
1	155.546	0.75	control-reward	OutcomeDisplay				
2	156.298		control-noreward	ImageDisplay1		0.0		
2	158.538	0.75	control-noreward	StartDisplay				
2	159.29		control-noreward	ImageDisplay2		0.0		
2	162.299	1.6	control-noreward	ChoiceDisplay	1	0.878	1	1
2	163.202	0.722	control-noreward	ChosenDisplay		0.0		
2	163.904	0.25	control-noreward	TurnDisplay				
2	164.155	0.75	control-noreward	OutcomeDisplay				
3	164.907		win-noreward	ImageDisplay1		0.0		
3	167.147	0.75	win-noreward	StartDisplay				
3	167.899		win-noreward	ImageDisplay2		0.0		
3	170.908	1.6	win-noreward	ChoiceDisplay	1	0.841	1	1
3	171.761	0.759	win-noreward	ChosenDisplay		0.0		
3	172.513	0.25	win-noreward	TurnDisplay				
3	172.764	0.75	win-noreward	OutcomeDisplay				
4	173.516		loss-noreward	ImageDisplay1		0.0		
4	175.756	0.75	loss-noreward	StartDisplay				
4	176.508		loss-noreward	ImageDisplay2		0.0		
4	179.517	1.6	loss-noreward	ChoiceDisplay	1	0.443	1	1
4	179.985	1.157	loss-noreward	ChosenDisplay		0.0		
4	181.122	0.25	loss-noreward	TurnDisplay				
4	181.373	0.75	loss-noreward	OutcomeDisplay				
5	182.125		control-noreward	ImageDisplay1		0.0		
5	184.114	0.75	control-noreward	StartDisplay				
5	184.866		control-noreward	ImageDisplay2		0.0		
5	188.126	1.6	control-noreward	ChoiceDisplay	1	0.98	1	1
5	189.129	0.62	control-noreward	ChosenDisplay		0.0		
5	189.731	0.25	control-noreward	TurnDisplay				
5	189.981	0.75	control-noreward	OutcomeDisplay				
6	190.734		win-reward	ImageDisplay1		0.0		
6	192.723	0.75	win-reward	StartDisplay				
6	193.475		win-reward	ImageDisplay2		0.0		
6	196.735	1.6	win-reward	ChoiceDisplay	1	1.032	1	1
6	197.788	0.568	win-reward	ChosenDisplay		0.0		
6	198.34	0.25	win-reward	TurnDisplay				
6	198.59	0.75	win-reward	OutcomeDisplay				
7	199.343		win-reward	ImageDisplay1		0.0		
7	201.332	0.75	win-reward	StartDisplay				
7	202.084		win-reward	ImageDisplay2		0.0		
7	205.344	1.6	win-reward	ChoiceDisplay	1	0.998	1	1
7	206.363	0.602	win-reward	ChosenDisplay		0.0		
7	206.948	0.25	win-reward	TurnDisplay				
7	207.199	0.75	win-reward	OutcomeDisplay				
8	207.951		loss-noreward	ImageDisplay1		0.0		
8	209.941	0.75	loss-noreward	StartDisplay				
8	210.693		loss-noreward	ImageDisplay2		0.0		
8	213.953	1.6	loss-noreward	ChoiceDisplay	1	1.086	1	1
8	215.056	0.514	loss-noreward	ChosenDisplay		0.0		
8	215.557	0.25	loss-noreward	TurnDisplay				
8	215.808	0.75	loss-noreward	OutcomeDisplay				
9	216.56		loss-reward	ImageDisplay1		0.0		
9	218.8	0.75	loss-reward	StartDisplay				
9	219.553		loss-reward	ImageDisplay2		0.0		
9	222.562	1.6	loss-reward	ChoiceDisplay	1	1.268	1	1
9	223.849	0.332	loss-reward	ChosenDisplay		0.0		
9	224.166	0.25	loss-reward	TurnDisplay				
9	224.417	0.75	loss-reward	OutcomeDisplay				
10	225.169		win-reward	ImageDisplay1		0.0		
10	227.158	0.75	win-reward	StartDisplay				
10	227.911		win-reward	ImageDisplay2		0.0		
10	231.17	1.6	win-reward	ChoiceDisplay	1	1.224	1	1
10	232.407	0.376	win-reward	ChosenDisplay		0.0		
10	232.775	0.25	win-reward	TurnDisplay				
10	233.026	0.75	win-reward	OutcomeDisplay				
11	233.778		loss-noreward	ImageDisplay1		0.0		
11	236.018	0.75	loss-noreward	StartDisplay				
11	236.77		loss-noreward	ImageDisplay2		0.0		
11	239.779	1.6	loss-noreward	ChoiceDisplay	1	1.294	1	1
11	241.1	0.306	loss-noreward	ChosenDisplay		0.0		
11	241.384	0.25	loss-noreward	TurnDisplay				
11	241.635	0.75	loss-noreward	OutcomeDisplay				
12	242.387		win-reward	ImageDisplay1		0.0		
12	244.376	0.75	win-reward	StartDisplay				
12	245.129		win-reward	ImageDisplay2		0.0		
12	248.388	1.6	win-reward	ChoiceDisplay	1	1.192	1	1
12	249.592	0.408	win-reward	ChosenDisplay		0.0		
12	249.993	0.25	win-reward	TurnDisplay				
12	250.244	0.75	win-reward	OutcomeDisplay				
13	250.996		control-reward	ImageDisplay1		0.0		
13	252.985	0.75	control-reward	StartDisplay				
