frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	81.307		loss-reward	ImageDisplay1		0.0		
0	83.54	0.75	loss-reward	StartDisplay				
0	84.29		loss-reward	ImageDisplay2		0.0		
0	87.29	1.6	loss-reward	ChoiceDisplay	1	0.834	1	1
0	88.14	0.766	loss-reward	ChosenDisplay		0.0		
0	88.89	0.25	loss-reward	TurnDisplay				
0	89.14	0.75	loss-reward	OutcomeDisplay				
1	89.89		control-reward	ImageDisplay1		0.0		
1	91.89	0.75	control-reward	StartDisplay				
1	92.64		control-reward	ImageDisplay2		0.0		
1	95.89	1.6	control-reward	ChoiceDisplay	1	1.533	1	1
1	97.44	0.0	control-reward	ChosenDisplay		0.0		
1	97.507	0.25	control-reward	TurnDisplay				
1	97.673	0.75	control-reward	OutcomeDisplay				
2	98.423		loss-noreward	ImageDisplay1		0.0		
2	100.423	0.75	loss-noreward	StartDisplay				
2	101.173		loss-noreward	ImageDisplay2		0.0		
2	104.423	1.6	loss-noreward	ChoiceDisplay	1	0.447	1	1
2	104.89	1.153	loss-noreward	ChosenDisplay		0.0		
2	106.023	0.25	loss-noreward	TurnDisplay				
2	106.273	0.75	loss-noreward	OutcomeDisplay				
3	107.023		control-reward	ImageDisplay1		0.0		
3	109.023	0.75	control-reward	StartDisplay				
3	109.773		control-reward	ImageDisplay2		0.0		
3	113.023	1.6	control-reward	ChoiceDisplay	1	0.482	1	1
3	113.523	1.118	control-reward	ChosenDisplay		0.0		
3	114.623	0.25	control-reward	TurnDisplay				
3	114.873	0.75	control-reward	OutcomeDisplay				
4	115.623		loss-reward	ImageDisplay1		0.0		
4	117.623	0.75	loss-reward	StartDisplay				
4	118.373		loss-reward	ImageDisplay2		0.0		
4	121.623	1.6	loss-reward	ChoiceDisplay	1	0.615	1	1
4	122.256	0.985	loss-reward	ChosenDisplay		0.0		
4	123.223	0.25	loss-reward	TurnDisplay				
4	123.473	0.75	loss-reward	OutcomeDisplay				
5	124.222		control-reward	ImageDisplay1		0.0		
5	126.472	0.75	control-reward	StartDisplay				
5	127.222		control-reward	ImageDisplay2		0.0		
5	130.222	1.6	control-reward	ChoiceDisplay	1	0.504	1	1
5	130.739	1.096	control-reward	ChosenDisplay		0.0		
5	131.822	0.25	control-reward	TurnDisplay				
5	132.072	0.75	control-reward	OutcomeDisplay				
6	132.822		loss-noreward	ImageDisplay1		0.0		
6	135.072	0.75	loss-noreward	StartDisplay				
6	135.822		loss-noreward	ImageDisplay2		0.0		
6	138.822	1.6	loss-noreward	ChoiceDisplay	1	0.54	1	1
6	139.389	1.06	loss-noreward	ChosenDisplay		0.0		
6	140.422	0.25	loss-noreward	TurnDisplay				
6	140.672	0.75	loss-noreward	OutcomeDisplay				
7	141.422		win-reward	ImageDisplay1		0.0		
7	143.672	0.75	win-reward	StartDisplay				
7	144.422		win-reward	ImageDisplay2		0.0		
7	147.422	1.6	win-reward	ChoiceDisplay	1	0.767	1	1
7	148.205	0.833	win-reward	ChosenDisplay		0.0		
7	149.022	0.25	win-reward	TurnDisplay				
7	149.272	0.75	win-reward	OutcomeDisplay				
8	150.022		control-noreward	ImageDisplay1		0.0		
8	152.022	0.75	control-noreward	StartDisplay				
8	152.772		control-noreward	ImageDisplay2		0.0		
8	156.022	1.6	control-noreward	ChoiceDisplay	1	0.384	1	1
