frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	68.759		loss-reward	ImageDisplay1		0.0		
0	70.999	0.75	loss-reward	StartDisplay				
0	71.752		loss-reward	ImageDisplay2		0.0		
0	74.744	1.6	loss-reward	ChoiceDisplay	1	1.116	1	1
0	75.881	0.484	loss-reward	ChosenDisplay		0.0		
0	76.349	0.25	loss-reward	TurnDisplay				
0	76.599	0.75	loss-reward	OutcomeDisplay				
1	77.352		control-reward	ImageDisplay1		0.0		
1	79.592	0.75	control-reward	StartDisplay				
1	80.344		control-reward	ImageDisplay2		0.0		
1	83.353	1.6	control-reward	ChoiceDisplay	1	0.543	1	1
1	83.921	1.057	control-reward	ChosenDisplay		0.0		
1	84.958	0.25	control-reward	TurnDisplay				
1	85.208	0.75	control-reward	OutcomeDisplay				
2	85.961		loss-noreward	ImageDisplay1		0.0		
2	87.95	0.75	loss-noreward	StartDisplay				
2	88.702		loss-noreward	ImageDisplay2		0.0		
2	91.962	1.6	loss-noreward	ChoiceDisplay	1	0.784	1	1
2	92.764	0.816	loss-noreward	ChosenDisplay		0.0		
2	93.567	0.25	loss-noreward	TurnDisplay				
2	93.817	0.75	loss-noreward	OutcomeDisplay				
3	94.57		loss-reward	ImageDisplay1		0.0		
3	96.81	0.75	loss-reward	StartDisplay				
3	97.562		loss-reward	ImageDisplay2		0.0		
3	100.571	1.6	loss-reward	ChoiceDisplay	1	0.348	1	1
3	100.939	1.252	loss-reward	ChosenDisplay		0.0		
3	102.176	0.25	loss-reward	TurnDisplay				
3	102.426	0.75	loss-reward	OutcomeDisplay				
4	103.179		control-reward	ImageDisplay1		0.0		
4	105.419	0.75	control-reward	StartDisplay				
4	106.171		control-reward	ImageDisplay2		0.0		
4	109.18	1.6	control-reward	ChoiceDisplay	1	0.448	1	1
4	109.648	1.152	control-reward	ChosenDisplay		0.0		
4	110.785	0.25	control-reward	TurnDisplay				
4	111.035	0.75	control-reward	OutcomeDisplay				
5	111.788		win-reward	ImageDisplay1		0.0		
5	114.028	0.75	win-reward	StartDisplay				
5	114.78		win-reward	ImageDisplay2		0.0		
5	117.789	1.6	win-reward	ChoiceDisplay	1	0.709	1	1
5	118.524	0.891	win-reward	ChosenDisplay		0.0		
5	119.394	0.25	win-reward	TurnDisplay				
5	119.644	0.75	win-reward	OutcomeDisplay				
6	120.396		win-reward	ImageDisplay1		0.0		
6	122.637	0.75	win-reward	StartDisplay				
6	123.389		win-reward	ImageDisplay2		0.0		
6	126.398	1.6	win-reward	ChoiceDisplay	1	0.486	1	1
6	126.899	1.114	win-reward	ChosenDisplay		0.0		
6	128.002	0.25	win-reward	TurnDisplay				
6	128.253	0.75	win-reward	OutcomeDisplay				
7	129.005		win-reward	ImageDisplay1		0.0		
7	131.245	0.75	win-reward	StartDisplay				
7	131.998		win-reward	ImageDisplay2		0.0		
7	135.007	1.6	win-reward	ChoiceDisplay	1	0.197	1	1
7	135.224	1.403	win-reward	ChosenDisplay		0.0		
7	136.611	0.25	win-reward	TurnDisplay				
7	136.862	0.75	win-reward	OutcomeDisplay				
8	137.614		control-noreward	ImageDisplay1		0.0		
8	139.604	0.75	control-noreward	StartDisplay				
8	140.356		control-noreward	ImageDisplay2		0.0		
8	143.616	1.6	control-noreward	ChoiceDisplay	1	0.415	1	1
8	144.05	1.185	control-noreward	ChosenDisplay		0.0		
8	145.22	0.25	control-noreward	TurnDisplay				
8	145.471	0.75	control-noreward	OutcomeDisplay				
9	146.223		win-reward	ImageDisplay1		0.0		
9	148.463	0.75	win-reward	StartDisplay				
9	149.216		win-reward	ImageDisplay2		0.0		
9	152.225	1.6	win-reward	ChoiceDisplay	1	0.19	1	1
9	152.442	1.41	win-reward	ChosenDisplay		0.0		
9	153.829	0.25	win-reward	TurnDisplay				
9	154.08	0.75	win-reward	OutcomeDisplay				
10	154.832		control-noreward	ImageDisplay1		0.0		
10	156.822	0.75	control-noreward	StartDisplay				
10	157.574		control-noreward	ImageDisplay2		0.0		
10	160.834	1.6	control-noreward	ChoiceDisplay	1	0.482	1	1
10	161.335	1.118	control-noreward	ChosenDisplay		0.0		
10	162.438	0.25	control-noreward	TurnDisplay				
10	162.689	0.75	control-noreward	OutcomeDisplay				
11	163.441		loss-reward	ImageDisplay1		0.0		
11	165.681	0.75	loss-reward	StartDisplay				
11	166.434		loss-reward	ImageDisplay2		0.0		
11	169.443	1.6	loss-reward	ChoiceDisplay	1	0.453	1	1
11	169.911	1.147	loss-reward	ChosenDisplay		0.0		
11	171.047	0.25	loss-reward	TurnDisplay				
11	171.298	0.75	loss-reward	OutcomeDisplay				
12	172.05		loss-noreward	ImageDisplay1		0.0		
12	174.04	0.75	loss-noreward	StartDisplay				
12	174.792		loss-noreward	ImageDisplay2		0.0		
12	178.051	1.6	loss-noreward	ChoiceDisplay	1	0.984	1	1
12	179.054	0.616	loss-noreward	ChosenDisplay		0.0		
12	179.656	0.25	loss-noreward	TurnDisplay				
12	179.907	0.75	loss-noreward	OutcomeDisplay				
13	180.659		win-reward	ImageDisplay1		0.0		
13	182.899	0.75	win-reward	StartDisplay				
13	183.651		win-reward	ImageDisplay2		0.0		
13	186.66	1.6	win-reward	ChoiceDisplay	1	0.389	1	1
13	187.062	1.211	win-reward	ChosenDisplay		0.0		
13	188.265	0.25	win-reward	TurnDisplay				
13	188.516	0.75	win-reward	OutcomeDisplay				
14	189.268		win-noreward	ImageDisplay1		0.0		
14	191.257	0.75	win-noreward	StartDisplay				
14	192.01		win-noreward	ImageDisplay2		0.0		
14	195.269	1.6	win-noreward	ChoiceDisplay	1	0.581	1	1
14	195.871	1.019	win-noreward	ChosenDisplay		0.0		
14	196.874	0.25	win-noreward	TurnDisplay				
14	197.125	0.75	win-noreward	OutcomeDisplay				
15	197.877		loss-reward	ImageDisplay1		0.0		
15	200.117	0.75	loss-reward	StartDisplay				
15	200.869		loss-reward	ImageDisplay2		0.0		
