frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	287.977		loss-noreward	ImageDisplay1		0.0		
0	289.95	0.75	loss-noreward	StartDisplay				
0	290.702		loss-noreward	ImageDisplay2		0.0		
0	293.961	1.6	loss-noreward	ChoiceDisplay	1	0.457	1	1
0	294.446	1.143	loss-noreward	ChosenDisplay		0.0		
0	295.566	0.25	loss-noreward	TurnDisplay				
0	295.817	0.75	loss-noreward	OutcomeDisplay				
1	296.569		control-noreward	ImageDisplay1		0.0		
1	298.558	0.75	control-noreward	StartDisplay				
1	299.311		control-noreward	ImageDisplay2		0.0		
1	302.57	1.6	control-noreward	ChoiceDisplay	1	0.776	1	1
1	303.373	0.824	control-noreward	ChosenDisplay		0.0		
1	304.175	0.25	control-noreward	TurnDisplay				
1	304.426	0.75	control-noreward	OutcomeDisplay				
2	305.178		control-reward	ImageDisplay1		0.0		
2	307.167	0.75	control-reward	StartDisplay				
2	307.92		control-reward	ImageDisplay2		0.0		
2	311.179	1.6	control-reward	ChoiceDisplay	1	0.809	1	1
2	312.015	0.791	control-reward	ChosenDisplay		0.0		
2	312.784	0.25	control-reward	TurnDisplay				
2	313.035	0.75	control-reward	OutcomeDisplay				
3	313.787		loss-noreward	ImageDisplay1		0.0		
3	315.776	0.75	loss-noreward	StartDisplay				
3	316.529		loss-noreward	ImageDisplay2		0.0		
3	319.788	1.6	loss-noreward	ChoiceDisplay	1	1.018	1	1
3	320.825	0.582	loss-noreward	ChosenDisplay		0.0		
3	321.393	0.25	loss-noreward	TurnDisplay				
3	321.644	0.75	loss-noreward	OutcomeDisplay				
4	322.396		loss-noreward	ImageDisplay1		0.0		
4	324.385	0.75	loss-noreward	StartDisplay				
4	325.138		loss-noreward	ImageDisplay2		0.0		
4	328.397	1.6	loss-noreward	ChoiceDisplay	1	0.458	1	1
4	328.882	1.142	loss-noreward	ChosenDisplay		0.0		
4	330.002	0.25	loss-noreward	TurnDisplay				
4	330.253	0.75	loss-noreward	OutcomeDisplay				
5	331.005		win-noreward	ImageDisplay1		0.0		
5	332.994	0.75	win-noreward	StartDisplay				
5	333.747		win-noreward	ImageDisplay2		0.0		
5	337.006	1.6	win-noreward	ChoiceDisplay	1	0.537	1	1
5	337.558	1.063	win-noreward	ChosenDisplay		0.0		
5	338.611	0.25	win-noreward	TurnDisplay				
5	338.862	0.75	win-noreward	OutcomeDisplay				
6	339.614		loss-reward	ImageDisplay1		0.0		
6	341.603	0.75	loss-reward	StartDisplay				
6	342.356		loss-reward	ImageDisplay2		0.0		
6	345.615	1.6	loss-reward	ChoiceDisplay	1	0.825	1	1
6	346.468	0.775	loss-reward	ChosenDisplay		0.0		
6	347.22	0.25	loss-reward	TurnDisplay				
6	347.471	0.75	loss-reward	OutcomeDisplay				
7	348.223		control-reward	ImageDisplay1		0.0		
7	350.212	0.75	control-reward	StartDisplay				
7	350.965		control-reward	ImageDisplay2		0.0		
7	354.224	1.6	control-reward	ChoiceDisplay	1	0.877	1	1
7	355.127	0.723	control-reward	ChosenDisplay		0.0		
7	355.829	0.25	control-reward	TurnDisplay				
7	356.08	0.75	control-reward	OutcomeDisplay				
8	356.832		win-noreward	ImageDisplay1		0.0		
8	359.072	0.75	win-noreward	StartDisplay				
8	359.824		win-noreward	ImageDisplay2		0.0		
8	362.833	1.6	win-noreward	ChoiceDisplay	1	0.745	1	1
8	363.602	0.855	win-noreward	ChosenDisplay		0.0		
8	364.438	0.25	win-noreward	TurnDisplay				
8	364.689	0.75	win-noreward	OutcomeDisplay				
9	365.441		loss-reward	ImageDisplay1		0.0		
9	367.43	0.75	loss-reward	StartDisplay				
9	368.182		loss-reward	ImageDisplay2		0.0		
9	371.442	1.6	loss-reward	ChoiceDisplay	1	1.059	1	1
