frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	126.558		loss-reward	ImageDisplay1		0.0		
0	128.547	0.75	loss-reward	StartDisplay				
0	129.299		loss-reward	ImageDisplay2		0.0		
0	132.542	1.6	loss-reward	ChoiceDisplay	1	1.151	1	1
0	133.712	0.449	loss-reward	ChosenDisplay		0.0		
0	134.147	0.25	loss-reward	TurnDisplay				
0	134.398	0.75	loss-reward	OutcomeDisplay				
1	135.15		loss-noreward	ImageDisplay1		0.0		
1	137.139	0.75	loss-noreward	StartDisplay				
1	137.892		loss-noreward	ImageDisplay2		0.0		
1	141.151	1.6	loss-noreward	ChoiceDisplay	1	0.521	1	1
1	141.686	1.079	loss-noreward	ChosenDisplay		0.0		
1	142.756	0.25	loss-noreward	TurnDisplay				
1	143.007	0.75	loss-noreward	OutcomeDisplay				
2	143.759		control-noreward	ImageDisplay1		0.0		
2	145.999	0.75	control-noreward	StartDisplay				
2	146.751		control-noreward	ImageDisplay2		0.0		
2	149.76	1.6	control-noreward	ChoiceDisplay	1	0.295	1	1
2	150.078	1.305	control-noreward	ChosenDisplay		0.0		
2	151.365	0.25	control-noreward	TurnDisplay				
2	151.616	0.75	control-noreward	OutcomeDisplay				
3	152.368		win-noreward	ImageDisplay1		0.0		
3	154.357	0.75	win-noreward	StartDisplay				
3	155.11		win-noreward	ImageDisplay2		0.0		
3	158.369	1.6	win-noreward	ChoiceDisplay	1	0.917	1	1
3	159.305	0.683	win-noreward	ChosenDisplay		0.0		
3	159.974	0.25	win-noreward	TurnDisplay				
3	160.225	0.75	win-noreward	OutcomeDisplay				
4	160.977		control-reward	ImageDisplay1		0.0		
4	163.217	0.75	control-reward	StartDisplay				
4	163.969		control-reward	ImageDisplay2		0.0		
4	166.978	1.6	control-reward	ChoiceDisplay	1	0.24	1	1
4	167.229	1.36	control-reward	ChosenDisplay		0.0		
4	168.583	0.25	control-reward	TurnDisplay				
4	168.834	0.75	control-reward	OutcomeDisplay				
5	169.586		control-reward	ImageDisplay1		0.0		
5	171.575	0.75	control-reward	StartDisplay				
5	172.328		control-reward	ImageDisplay2		0.0		
5	175.587	1.6	control-reward	ChoiceDisplay	1	0.289	1	1
5	175.888	1.311	control-reward	ChosenDisplay		0.0		
5	177.192	0.25	control-reward	TurnDisplay				
5	177.443	0.75	control-reward	OutcomeDisplay				
6	178.195		loss-reward	ImageDisplay1		0.0		
6	180.452	0.75	loss-reward	StartDisplay				
6	181.187		loss-reward	ImageDisplay2		0.0		
6	184.196	1.6	loss-reward	ChoiceDisplay	1	1.004	1	1
6	185.216	0.596	loss-reward	ChosenDisplay		0.0		
6	185.801	0.25	loss-reward	TurnDisplay				
6	186.052	0.75	loss-reward	OutcomeDisplay				
7	186.804		win-noreward	ImageDisplay1		0.0		
7	188.793	0.75	win-noreward	StartDisplay				
7	189.546		win-noreward	ImageDisplay2		0.0		
7	192.805	1.6	win-noreward	ChoiceDisplay	1	0.65	1	1
7	193.474	0.95	win-noreward	ChosenDisplay		0.0		
7	194.41	0.25	win-noreward	TurnDisplay				
7	194.661	0.75	win-noreward	OutcomeDisplay				
8	195.413		win-noreward	ImageDisplay1		0.0		
8	197.653	0.75	win-noreward	StartDisplay				
8	198.406		win-noreward	ImageDisplay2		0.0		
8	201.415	1.6	win-noreward	ChoiceDisplay	1	0.594	1	1
8	202.033	1.006	win-noreward	ChosenDisplay		0.0		
8	203.019	0.25	win-noreward	TurnDisplay				
8	203.27	0.75	win-noreward	OutcomeDisplay				
9	204.022		win-noreward	ImageDisplay1		0.0		
9	206.012	0.75	win-noreward	StartDisplay				
9	206.764		win-noreward	ImageDisplay2		0.0		
9	210.024	1.6	win-noreward	ChoiceDisplay	1	0.609	1	1
9	210.659	0.991	win-noreward	ChosenDisplay		0.0		
9	211.628	0.25	win-noreward	TurnDisplay				
9	211.879	0.75	win-noreward	OutcomeDisplay				
10	212.631		control-reward	ImageDisplay1		0.0		
10	214.621	0.75	control-reward	StartDisplay				
10	215.373		control-reward	ImageDisplay2		0.0		
10	218.633	1.6	control-reward	ChoiceDisplay	1	0.492	1	1
10	219.151	1.108	control-reward	ChosenDisplay		0.0		
10	220.237	0.25	control-reward	TurnDisplay				
10	220.488	0.75	control-reward	OutcomeDisplay				
11	221.24		control-reward	ImageDisplay1		0.0		
11	223.48	0.75	control-reward	StartDisplay				
11	224.233		control-reward	ImageDisplay2		0.0		
11	227.242	1.6	control-reward	ChoiceDisplay	1	0.354	1	1
11	227.609	1.246	control-reward	ChosenDisplay		0.0		
