frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	72.363		control-reward	ImageDisplay1		0.0		
0	74.603	0.75	control-reward	StartDisplay				
0	75.355		control-reward	ImageDisplay2		0.0		
0	78.347	1.6	control-reward	ChoiceDisplay	1	1.554	1	1
0	79.919	0.0	control-reward	ChosenDisplay		0.0		
0	79.969	0.25	control-reward	TurnDisplay				
0	80.153	0.75	control-reward	OutcomeDisplay				
1	80.905		control-noreward	ImageDisplay1		0.0		
1	82.911	0.75	control-noreward	StartDisplay				
1	83.646		control-noreward	ImageDisplay2		0.0		
1	86.906	1.6	control-noreward	ChoiceDisplay	1	0.626	1	1
1	87.558	0.974	control-noreward	ChosenDisplay		0.0		
1	88.511	0.25	control-noreward	TurnDisplay				
1	88.762	0.75	control-noreward	OutcomeDisplay				
2	89.514		loss-reward	ImageDisplay1		0.0		
2	91.754	0.75	loss-reward	StartDisplay				
2	92.506		loss-reward	ImageDisplay2		0.0		
2	95.515	1.6	loss-reward	ChoiceDisplay	1	1.116	1	1
2	96.652	0.484	loss-reward	ChosenDisplay		0.0		
2	97.12	0.25	loss-reward	TurnDisplay				
2	97.371	0.75	loss-reward	OutcomeDisplay				
3	98.123		loss-reward	ImageDisplay1		0.0		
3	100.363	0.75	loss-reward	StartDisplay				
3	101.115		loss-reward	ImageDisplay2		0.0		
3	104.124	1.6	loss-reward	ChoiceDisplay	1	0.81	1	1
3	104.96	0.79	loss-reward	ChosenDisplay		0.0		
3	105.729	0.25	loss-reward	TurnDisplay				
3	105.98	0.75	loss-reward	OutcomeDisplay				
4	106.732		loss-reward	ImageDisplay1		0.0		
4	108.972	0.75	loss-reward	StartDisplay				
4	109.724		loss-reward	ImageDisplay2		0.0		
4	112.733	1.6	loss-reward	ChoiceDisplay	1	0.957	1	1
4	113.703	0.643	loss-reward	ChosenDisplay		0.0		
4	114.338	0.25	loss-reward	TurnDisplay				
4	114.589	0.75	loss-reward	OutcomeDisplay				
5	115.341		win-reward	ImageDisplay1		0.0		
5	117.581	0.75	win-reward	StartDisplay				
5	118.334		win-reward	ImageDisplay2		0.0		
5	121.343	1.6	win-reward	ChoiceDisplay	1	0.708	1	1
5	122.078	0.892	win-reward	ChosenDisplay		0.0		
5	122.947	0.25	win-reward	TurnDisplay				
5	123.198	0.75	win-reward	OutcomeDisplay				
6	123.95		win-reward	ImageDisplay1		0.0		
6	126.19	0.75	win-reward	StartDisplay				
6	126.943		win-reward	ImageDisplay2		0.0		
6	129.952	1.6	win-reward	ChoiceDisplay	1	0.845	1	1
6	130.821	0.755	win-reward	ChosenDisplay		0.0		
6	131.557	0.25	win-reward	TurnDisplay				
6	131.807	0.75	win-reward	OutcomeDisplay				
7	132.56		loss-noreward	ImageDisplay1		0.0		
7	134.549	0.75	loss-noreward	StartDisplay				
7	135.301		loss-noreward	ImageDisplay2		0.0		
7	138.561	1.6	loss-noreward	ChoiceDisplay	1	0.764	1	1
7	139.346	0.836	loss-noreward	ChosenDisplay		0.0		
7	140.166	0.25	loss-noreward	TurnDisplay				
7	140.416	0.75	loss-noreward	OutcomeDisplay				
8	141.169		control-reward	ImageDisplay1		0.0		
8	143.409	0.75	control-reward	StartDisplay				
8	144.161		control-reward	ImageDisplay2		0.0		
8	147.17	1.6	control-reward	ChoiceDisplay	1	0.859	1	1
8	148.056	0.741	control-reward	ChosenDisplay		0.0		
8	148.775	0.25	control-reward	TurnDisplay				
8	149.025	0.75	control-reward	OutcomeDisplay				
9	149.778		control-reward	ImageDisplay1		0.0		
9	152.018	0.75	control-reward	StartDisplay				
9	152.77		control-reward	ImageDisplay2		0.0		
9	155.779	1.6	control-reward	ChoiceDisplay	1	0.91	1	1
9	156.715	0.69	control-reward	ChosenDisplay		0.0		
9	157.384	0.25	control-reward	TurnDisplay				
9	157.635	0.75	control-reward	OutcomeDisplay				
10	158.387		win-reward	ImageDisplay1		0.0		
10	160.627	0.75	win-reward	StartDisplay				
10	161.379		win-reward	ImageDisplay2		0.0		
10	164.388	1.6	win-reward	ChoiceDisplay	1	0.984	1	1
10	165.391	0.616	win-reward	ChosenDisplay		0.0		
10	165.993	0.25	win-reward	TurnDisplay				
10	166.244	0.75	win-reward	OutcomeDisplay				
11	166.996		control-reward	ImageDisplay1		0.0		
11	169.236	0.75	control-reward	StartDisplay				
11	169.988		control-reward	ImageDisplay2		0.0		
11	172.997	1.6	control-reward	ChoiceDisplay	1	0.506	1	1
11	173.515	1.094	control-reward	ChosenDisplay		0.0		
11	174.602	0.25	control-reward	TurnDisplay				
11	174.853	0.75	control-reward	OutcomeDisplay				
12	175.605		loss-reward	ImageDisplay1		0.0		
12	177.845	0.75	loss-reward	StartDisplay				
12	178.597		loss-reward	ImageDisplay2		0.0		
12	181.606	1.6	loss-reward	ChoiceDisplay	1	0.761	1	1
12	182.392	0.839	loss-reward	ChosenDisplay		0.0		
12	183.211	0.25	loss-reward	TurnDisplay				
12	183.462	0.75	loss-reward	OutcomeDisplay				
13	184.214		control-noreward	ImageDisplay1		0.0		
13	186.203	0.75	control-noreward	StartDisplay				
13	186.956		control-noreward	ImageDisplay2		0.0		
13	190.215	1.6	control-noreward	ChoiceDisplay	1	0.735	1	1
13	190.968	0.865	control-noreward	ChosenDisplay		0.0		
13	191.82	0.25	control-noreward	TurnDisplay				
13	192.071	0.75	control-noreward	OutcomeDisplay				
14	192.823		control-noreward	ImageDisplay1		0.0		
14	194.813	0.75	control-noreward	StartDisplay				
14	195.565		control-noreward	ImageDisplay2		0.0		
14	198.825	1.6	control-noreward	ChoiceDisplay	1	0.776	1	1
14	199.627	0.824	control-noreward	ChosenDisplay		0.0		
14	200.429	0.25	control-noreward	TurnDisplay				
14	200.68	0.75	control-noreward	OutcomeDisplay				
15	201.432		win-reward	ImageDisplay1		0.0		
15	203.672	0.75	win-reward	StartDisplay				
15	204.425		win-reward	ImageDisplay2		0.0		
15	207.434	1.6	win-reward	ChoiceDisplay	1	0.603	1	1
15	208.052	0.997	win-reward	ChosenDisplay		0.0		
15	209.038	0.25	win-reward	TurnDisplay				
15	209.289	0.75	win-reward	OutcomeDisplay				
16	210.042		loss-reward	ImageDisplay1		0.0		
16	212.282	0.75	loss-reward	StartDisplay				
16	213.034		loss-reward	ImageDisplay2		0.0		
16	216.043	1.6	loss-reward	ChoiceDisplay	1	0.686	1	1
16	216.745	0.914	loss-reward	ChosenDisplay		0.0		
16	217.648	0.25	loss-reward	TurnDisplay				
16	217.898	0.75	loss-reward	OutcomeDisplay				
17	218.651		win-noreward	ImageDisplay1		0.0		
17	220.64	0.75	win-noreward	StartDisplay				
17	221.392		win-noreward	ImageDisplay2		0.0		
17	224.652	1.6	win-noreward	ChoiceDisplay	1	0.34	1	1
17	225.003	1.26	win-noreward	ChosenDisplay		0.0		
17	226.257	0.25	win-noreward	TurnDisplay				
17	226.507	0.75	win-noreward	OutcomeDisplay				
18	227.26		win-noreward	ImageDisplay1		0.0		
18	229.249	0.75	win-noreward	StartDisplay				
18	230.001		win-noreward	ImageDisplay2		0.0		
18	233.261	1.6	win-noreward	ChoiceDisplay	1	0.594	1	1
18	233.88	1.006	win-noreward	ChosenDisplay		0.0		
18	234.866	0.25	win-noreward	TurnDisplay				
18	235.117	0.75	win-noreward	OutcomeDisplay				
19	235.869		control-reward	ImageDisplay1		0.0		
19	238.109	0.75	control-reward	StartDisplay				
19	238.861		control-reward	ImageDisplay2		0.0		
19	241.87	1.6	control-reward	ChoiceDisplay	1	0.707	1	1
19	242.589	0.893	control-reward	ChosenDisplay		0.0		
19	243.475	0.25	control-reward	TurnDisplay				
19	243.726	0.75	control-reward	OutcomeDisplay				
20	244.478		control-reward	ImageDisplay1		0.0		
20	246.718	0.75	control-reward	StartDisplay				
20	247.47		control-reward	ImageDisplay2		0.0		
20	250.479	1.6	control-reward	ChoiceDisplay	1	0.959	1	1
20	251.449	0.641	control-reward	ChosenDisplay		0.0		
20	252.084	0.25	control-reward	TurnDisplay				
20	252.335	0.75	control-reward	OutcomeDisplay				
21	253.087		loss-noreward	ImageDisplay1		0.0		
21	255.076	0.75	loss-noreward	StartDisplay				
21	255.829		loss-noreward	ImageDisplay2		0.0		
21	259.088	1.6	loss-noreward	ChoiceDisplay	1	1.001	1	1
21	260.108	0.599	loss-noreward	ChosenDisplay		0.0		
21	260.693	0.25	loss-noreward	TurnDisplay				
21	260.944	0.75	loss-noreward	OutcomeDisplay				
22	261.696		loss-reward	ImageDisplay1		0.0		
22	263.936	0.75	loss-reward	StartDisplay				
22	264.688		loss-reward	ImageDisplay2		0.0		
22	267.697	1.6	loss-reward	ChoiceDisplay	1	0.973	1	1
22	268.684	0.627	loss-reward	ChosenDisplay		0.0		
22	269.302	0.25	loss-reward	TurnDisplay				
22	269.553	0.75	loss-reward	OutcomeDisplay				
23	270.305		win-reward	ImageDisplay1		0.0		
23	272.545	0.75	win-reward	StartDisplay				
23	273.298		win-reward	ImageDisplay2		0.0		
23	276.307	1.6	win-reward	ChoiceDisplay	1	0.701	1	1
23	277.025	0.899	win-reward	ChosenDisplay		0.0		
23	277.911	0.25	win-reward	TurnDisplay				
23	278.162	0.75	win-reward	OutcomeDisplay				
24	278.914		loss-noreward	ImageDisplay1		0.0		
24	280.904	0.75	loss-noreward	StartDisplay				
24	281.656		loss-noreward	ImageDisplay2		0.0		
24	284.916	1.6	loss-noreward	ChoiceDisplay	1	0.803	1	1
24	285.735	0.797	loss-noreward	ChosenDisplay		0.0		
24	286.521	0.25	loss-noreward	TurnDisplay				
24	286.771	0.75	loss-noreward	OutcomeDisplay				
25	287.524		control-noreward	ImageDisplay1		0.0		
25	289.513	0.75	control-noreward	StartDisplay				
25	290.265		control-noreward	ImageDisplay2		0.0		
25	293.525	1.6	control-noreward	ChoiceDisplay	1	0.875	1	1
25	294.427	0.725	control-noreward	ChosenDisplay		0.0		
25	295.13	0.25	control-noreward	TurnDisplay				
25	295.38	0.75	control-noreward	OutcomeDisplay				
26	296.133		win-reward	ImageDisplay1		0.0		
26	298.373	0.75	win-reward	StartDisplay				
26	299.125		win-reward	ImageDisplay2		0.0		
26	302.134	1.6	win-reward	ChoiceDisplay	1	0.816	1	1
26	302.97	0.784	win-reward	ChosenDisplay		0.0		
26	303.739	0.25	win-reward	TurnDisplay				
26	303.989	0.75	win-reward	OutcomeDisplay				
27	304.742		loss-noreward	ImageDisplay1		0.0		
27	306.731	0.75	loss-noreward	StartDisplay				
27	307.483		loss-noreward	ImageDisplay2		0.0		
27	310.743	1.6	loss-noreward	ChoiceDisplay	1	0.977	1	1
27	311.746	0.623	loss-noreward	ChosenDisplay		0.0		
27	312.348	0.25	loss-noreward	TurnDisplay				
27	312.599	0.75	loss-noreward	OutcomeDisplay				
28	313.351		win-noreward	ImageDisplay1		0.0		
28	315.34	0.75	win-noreward	StartDisplay				
28	316.092		win-noreward	ImageDisplay2		0.0		
28	319.352	1.6	win-noreward	ChoiceDisplay	1	0.805	1	1
28	320.171	0.795	win-noreward	ChosenDisplay		0.0		
28	320.957	0.25	win-noreward	TurnDisplay				
28	321.208	0.75	win-noreward	OutcomeDisplay				
29	321.96		loss-reward	ImageDisplay1		0.0		
29	324.2	0.75	loss-reward	StartDisplay				
29	324.952		loss-reward	ImageDisplay2		0.0		
29	327.961	1.6	loss-reward	ChoiceDisplay	1	1.114	1	1
29	329.098	0.486	loss-reward	ChosenDisplay		0.0		
29	329.566	0.25	loss-reward	TurnDisplay				
29	329.817	0.75	loss-reward	OutcomeDisplay				
30	330.569		loss-noreward	ImageDisplay1		0.0		
30	332.558	0.75	loss-noreward	StartDisplay				
30	333.311		loss-noreward	ImageDisplay2		0.0		
30	336.57	1.6	loss-noreward	ChoiceDisplay	1	0.8	1	1
30	337.389	0.8	loss-noreward	ChosenDisplay		0.0		
30	338.175	0.25	loss-noreward	TurnDisplay				
30	338.426	0.75	loss-noreward	OutcomeDisplay				
31	339.178		win-reward	ImageDisplay1		0.0		
31	341.418	0.75	win-reward	StartDisplay				
31	342.17		win-reward	ImageDisplay2		0.0		
31	345.179	1.6	win-reward	ChoiceDisplay	1	1.034	1	1
31	346.233	0.566	win-reward	ChosenDisplay		0.0		
31	346.784	0.25	win-reward	TurnDisplay				
31	347.035	0.75	win-reward	OutcomeDisplay				
32	347.787		loss-noreward	ImageDisplay1		0.0		
32	349.777	0.75	loss-noreward	StartDisplay				
32	350.529		loss-noreward	ImageDisplay2		0.0		
32	353.789	1.6	loss-noreward	ChoiceDisplay	1	1.069	1	1
32	354.875	0.531	loss-noreward	ChosenDisplay		0.0		
32	355.393	0.25	loss-noreward	TurnDisplay				
32	355.644	0.75	loss-noreward	OutcomeDisplay				
33	356.396		control-reward	ImageDisplay1		0.0		
33	358.636	0.75	control-reward	StartDisplay				
33	359.389		control-reward	ImageDisplay2		0.0		
33	362.398	1.6	control-reward	ChoiceDisplay	1	1.292	1	1
33	363.718	0.308	control-reward	ChosenDisplay		0.0		
33	364.002	0.25	control-reward	TurnDisplay				
33	364.253	0.75	control-reward	OutcomeDisplay				
34	365.006		win-reward	ImageDisplay1		0.0		
34	367.246	0.75	win-reward	StartDisplay				
34	367.998		win-reward	ImageDisplay2		0.0		
34	371.007	1.6	win-reward	ChoiceDisplay	1	0.948	1	1
34	371.976	0.652	win-reward	ChosenDisplay		0.0		
34	372.612	0.25	win-reward	TurnDisplay				
34	372.862	0.75	win-reward	OutcomeDisplay				
35	373.615		loss-reward	ImageDisplay1		0.0		
35	375.855	0.75	loss-reward	StartDisplay				
35	376.607		loss-reward	ImageDisplay2		0.0		
35	379.616	1.6	loss-reward	ChoiceDisplay	1	1.077	1	1
35	380.719	0.523	loss-reward	ChosenDisplay		0.0		
35	381.221	0.25	loss-reward	TurnDisplay				
35	381.471	0.75	loss-reward	OutcomeDisplay				
36	382.224		win-noreward	ImageDisplay1		0.0		
36	384.213	0.75	win-noreward	StartDisplay				
36	384.965		win-noreward	ImageDisplay2		0.0		
36	388.225	1.6	win-noreward	ChoiceDisplay	1	1.087	1	1
36	389.328	0.513	win-noreward	ChosenDisplay		0.0		
36	389.83	0.25	win-noreward	TurnDisplay				
36	390.081	0.75	win-noreward	OutcomeDisplay				
37	390.833		win-noreward	ImageDisplay1		0.0		
37	392.822	0.75	win-noreward	StartDisplay				
37	393.574		win-noreward	ImageDisplay2		0.0		
37	396.834	1.6	win-noreward	ChoiceDisplay	1	1.058	1	1
37	397.904	0.542	win-noreward	ChosenDisplay		0.0		
37	398.439	0.25	win-noreward	TurnDisplay				
37	398.69	0.75	win-noreward	OutcomeDisplay				
38	399.442		loss-noreward	ImageDisplay1		0.0		
38	401.431	0.75	loss-noreward	StartDisplay				
38	402.183		loss-noreward	ImageDisplay2		0.0		
38	405.443	1.6	loss-noreward	ChoiceDisplay	1	0.818	1	1
38	406.279	0.782	loss-noreward	ChosenDisplay		0.0		
38	407.048	0.25	loss-noreward	TurnDisplay				
38	407.299	0.75	loss-noreward	OutcomeDisplay				
39	408.052		control-noreward	ImageDisplay1		0.0		
39	410.04	0.75	control-noreward	StartDisplay				
39	410.793		control-noreward	ImageDisplay2		0.0		
39	414.052	1.6	control-noreward	ChoiceDisplay	1	0.916	1	1
39	414.988	0.684	control-noreward	ChosenDisplay		0.0		
39	415.657	0.25	control-noreward	TurnDisplay				
39	415.908	0.75	control-noreward	OutcomeDisplay				
40	416.66		loss-noreward	ImageDisplay1		0.0		
40	418.649	0.75	loss-noreward	StartDisplay				
40	419.402		loss-noreward	ImageDisplay2		0.0		
40	422.661	1.6	loss-noreward	ChoiceDisplay	1	1.026	1	1
40	423.715	0.574	loss-noreward	ChosenDisplay		0.0		
40	424.266	0.25	loss-noreward	TurnDisplay				
40	424.517	0.75	loss-noreward	OutcomeDisplay				
41	425.269		win-noreward	ImageDisplay1		0.0		
41	427.259	0.75	win-noreward	StartDisplay				
41	428.011		win-noreward	ImageDisplay2		0.0		
41	431.271	1.6	win-noreward	ChoiceDisplay	1	1.138	1	1
41	432.424	0.462	win-noreward	ChosenDisplay		0.0		
41	432.875	0.25	win-noreward	TurnDisplay				
41	433.126	0.75	win-noreward	OutcomeDisplay				
42	433.878		loss-noreward	ImageDisplay1		0.0		
42	435.868	0.75	loss-noreward	StartDisplay				
42	436.62		loss-noreward	ImageDisplay2		0.0		
42	439.88	1.6	loss-noreward	ChoiceDisplay	1	1.056	1	1
42	440.95	0.544	loss-noreward	ChosenDisplay		0.0		
42	441.484	0.25	loss-noreward	TurnDisplay				
42	441.735	0.75	loss-noreward	OutcomeDisplay				
43	442.487		control-reward	ImageDisplay1		0.0		
43	444.728	0.75	control-reward	StartDisplay				
43	445.48		control-reward	ImageDisplay2		0.0		
43	448.489	1.6	control-reward	ChoiceDisplay	1	0.943	1	1
43	449.458	0.657	control-reward	ChosenDisplay		0.0		
43	450.094	0.25	control-reward	TurnDisplay				
43	450.344	0.75	control-reward	OutcomeDisplay				
44	451.097		control-noreward	ImageDisplay1		0.0		
44	453.086	0.75	control-noreward	StartDisplay				
44	453.838		control-noreward	ImageDisplay2		0.0		
44	457.098	1.6	control-noreward	ChoiceDisplay	1	0.607	1	1
44	457.716	0.993	control-noreward	ChosenDisplay		0.0		
44	458.703	0.25	control-noreward	TurnDisplay				
44	458.953	0.75	control-noreward	OutcomeDisplay				
45	459.706		win-reward	ImageDisplay1		0.0		
45	461.946	0.75	win-reward	StartDisplay				
45	462.698		win-reward	ImageDisplay2		0.0		
45	465.707	1.6	win-reward	ChoiceDisplay	1	0.991	1	1
45	466.71	0.609	win-reward	ChosenDisplay		0.0		
45	467.312	0.25	win-reward	TurnDisplay				
45	467.563	0.75	win-reward	OutcomeDisplay				
46	468.315		loss-reward	ImageDisplay1		0.0		
46	470.555	0.75	loss-reward	StartDisplay				
46	471.307		loss-reward	ImageDisplay2		0.0		
46	474.316	1.6	loss-reward	ChoiceDisplay	1	0.884	1	1
46	475.219	0.716	loss-reward	ChosenDisplay		0.0		
46	475.921	0.25	loss-reward	TurnDisplay				
46	476.172	0.75	loss-reward	OutcomeDisplay				
47	476.924		win-noreward	ImageDisplay1		0.0		
47	478.913	0.75	win-noreward	StartDisplay				
47	479.665		win-noreward	ImageDisplay2		0.0		
47	482.925	1.6	win-noreward	ChoiceDisplay	1	1.028	1	1
47	483.978	0.572	win-noreward	ChosenDisplay		0.0		
47	484.53	0.25	win-noreward	TurnDisplay				
47	484.781	0.75	win-noreward	OutcomeDisplay				
48	485.533		win-reward	ImageDisplay1		0.0		
48	487.773	0.75	win-reward	StartDisplay				
48	488.525		win-reward	ImageDisplay2		0.0		
48	491.534	1.6	win-reward	ChoiceDisplay	1	1.223	1	1
