frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	386.686		win-noreward	ImageDisplay1		0.0		
0	388.926	0.75	win-noreward	StartDisplay				
0	389.679		win-noreward	ImageDisplay2		0.0		
0	392.671	1.6	win-noreward	ChoiceDisplay	1	1.365	1	1
0	394.058	0.235	win-noreward	ChosenDisplay		0.0		
0	394.276	0.25	win-noreward	TurnDisplay				
0	394.527	0.75	win-noreward	OutcomeDisplay				
1	395.279		control-reward	ImageDisplay1		0.0		
1	397.268	0.75	control-reward	StartDisplay				
1	398.02		control-reward	ImageDisplay2		0.0		
1	401.28	1.6	control-reward	ChoiceDisplay	1	1.225	1	1
1	402.517	0.375	control-reward	ChosenDisplay		0.0		
1	402.885	0.25	control-reward	TurnDisplay				
1	403.136	0.75	control-reward	OutcomeDisplay				
2	403.888		win-reward	ImageDisplay1		0.0		
2	406.128	0.75	win-reward	StartDisplay				
2	406.88		win-reward	ImageDisplay2		0.0		
2	409.889	1.6	win-reward	ChoiceDisplay	1	1.293	1	1
2	411.193	0.307	win-reward	ChosenDisplay		0.0		
2	411.494	0.25	win-reward	TurnDisplay				
2	411.745	0.75	win-reward	OutcomeDisplay				
3	412.497		loss-reward	ImageDisplay1		0.0		
3	414.737	0.75	loss-reward	StartDisplay				
3	415.489		loss-reward	ImageDisplay2		0.0		
3	418.498	1.6	loss-reward	ChoiceDisplay	1	1.36	1	1
3	419.869	0.24	loss-reward	ChosenDisplay		0.0		
3	420.103	0.25	loss-reward	TurnDisplay				
3	420.354	0.75	loss-reward	OutcomeDisplay				
4	421.106		control-noreward	ImageDisplay1		0.0		
4	423.095	0.75	control-noreward	StartDisplay				
4	423.847		control-noreward	ImageDisplay2		0.0		
4	427.107	1.6	control-noreward	ChoiceDisplay	1	1.19	1	1
4	428.311	0.41	control-noreward	ChosenDisplay		0.0		
4	428.712	0.25	control-noreward	TurnDisplay				
4	428.963	0.75	control-noreward	OutcomeDisplay				
5	429.715		win-noreward	ImageDisplay1		0.0		
5	431.704	0.75	win-noreward	StartDisplay				
5	432.456		win-noreward	ImageDisplay2		0.0		
5	435.716	1.6	win-noreward	ChoiceDisplay	1	1.374	1	1
5	437.104	0.226	win-noreward	ChosenDisplay		0.0		
5	437.321	0.25	win-noreward	TurnDisplay				
5	437.572	0.75	win-noreward	OutcomeDisplay				
6	438.324		win-reward	ImageDisplay1		0.0		
6	440.313	0.75	win-reward	StartDisplay				
6	441.065		win-reward	ImageDisplay2		0.0		
6	444.325	1.6	win-reward	ChoiceDisplay	1	1.145	1	1
6	445.495	0.455	win-reward	ChosenDisplay		0.0		
6	445.93	0.25	win-reward	TurnDisplay				
6	446.181	0.75	win-reward	OutcomeDisplay				
7	446.933		win-reward	ImageDisplay1		0.0		
7	449.173	0.75	win-reward	StartDisplay				
7	449.925		win-reward	ImageDisplay2		0.0		
7	452.934	1.6	win-reward	ChoiceDisplay	1	1.178	1	1
7	454.138	0.422	win-reward	ChosenDisplay		0.0		
7	454.539	0.25	win-reward	TurnDisplay				
7	454.79	0.75	win-reward	OutcomeDisplay				
8	455.542		win-reward	ImageDisplay1		0.0		
8	457.782	0.75	win-reward	StartDisplay				
8	458.534		win-reward	ImageDisplay2		0.0		
8	461.543	1.6	win-reward	ChoiceDisplay	1	1.33	1	1
8	462.897	0.27	win-reward	ChosenDisplay		0.0		
8	463.148	0.25	win-reward	TurnDisplay				
8	463.399	0.75	win-reward	OutcomeDisplay				
9	464.151		control-noreward	ImageDisplay1		0.0		
9	466.14	0.75	control-noreward	StartDisplay				
9	466.893		control-noreward	ImageDisplay2		0.0		
9	470.152	1.6	control-noreward	ChoiceDisplay	1	1.351	1	1
9	471.523	0.249	control-noreward	ChosenDisplay		0.0		
9	471.757	0.25	control-noreward	TurnDisplay				
9	472.008	0.75	control-noreward	OutcomeDisplay				
10	472.76		control-noreward	ImageDisplay1		0.0		
10	475.0	0.75	control-noreward	StartDisplay				
10	475.752		control-noreward	ImageDisplay2		0.0		
10	478.761	1.6	control-noreward	ChoiceDisplay	1	1.097	1	1
10	479.881	0.503	control-noreward	ChosenDisplay		0.0		
10	480.366	0.25	control-noreward	TurnDisplay				
10	480.617	0.75	control-noreward	OutcomeDisplay				
11	481.369		win-noreward	ImageDisplay1		0.0		
11	483.358	0.75	win-noreward	StartDisplay				
11	484.111		win-noreward	ImageDisplay2		0.0		
11	487.37	1.6	win-noreward	ChoiceDisplay	1	1.237	1	1
11	488.624	0.363	win-noreward	ChosenDisplay		0.0		
11	488.975	0.25	win-noreward	TurnDisplay				
11	489.226	0.75	win-noreward	OutcomeDisplay				
