frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	127.279		win-noreward	ImageDisplay1		0.0		
0	129.502	0.75	win-noreward	StartDisplay				
0	130.254		win-noreward	ImageDisplay2		0.0		
0	133.263	1.6	win-noreward	ChoiceDisplay	1	0.959	1	1
0	134.25	0.641	win-noreward	ChosenDisplay		0.0		
0	134.868	0.25	win-noreward	TurnDisplay				
0	135.119	0.75	win-noreward	OutcomeDisplay				
1	135.871		control-reward	ImageDisplay1		0.0		
1	137.86	0.75	control-reward	StartDisplay				
1	138.613		control-reward	ImageDisplay2		0.0		
1	141.872	1.6	control-reward	ChoiceDisplay	1	0.911	1	1
1	142.808	0.689	control-reward	ChosenDisplay		0.0		
1	143.477	0.25	control-reward	TurnDisplay				
1	143.728	0.75	control-reward	OutcomeDisplay				
2	144.48		control-reward	ImageDisplay1		0.0		
2	146.469	0.75	control-reward	StartDisplay				
2	147.221		control-reward	ImageDisplay2		0.0		
2	150.481	1.6	control-reward	ChoiceDisplay	1	0.86	1	1
2	151.367	0.74	control-reward	ChosenDisplay		0.0		
2	152.086	0.25	control-reward	TurnDisplay				
2	152.337	0.75	control-reward	OutcomeDisplay				
3	153.089		win-reward	ImageDisplay1		0.0		
3	155.329	0.75	win-reward	StartDisplay				
3	156.081		win-reward	ImageDisplay2		0.0		
3	159.09	1.6	win-reward	ChoiceDisplay	1	0.87	1	1
3	159.976	0.73	win-reward	ChosenDisplay		0.0		
3	160.695	0.25	win-reward	TurnDisplay				
3	160.946	0.75	win-reward	OutcomeDisplay				
4	161.698		loss-reward	ImageDisplay1		0.0		
4	163.938	0.75	loss-reward	StartDisplay				
4	164.69		loss-reward	ImageDisplay2		0.0		
4	167.699	1.6	loss-reward	ChoiceDisplay	1	0.953	1	1
4	168.669	0.647	loss-reward	ChosenDisplay		0.0		
4	169.304	0.25	loss-reward	TurnDisplay				
4	169.555	0.75	loss-reward	OutcomeDisplay				
5	170.307		loss-reward	ImageDisplay1		0.0		
5	172.296	0.75	loss-reward	StartDisplay				
5	173.048		loss-reward	ImageDisplay2		0.0		
5	176.308	1.6	loss-reward	ChoiceDisplay	1	0.955	1	1
5	177.278	0.645	loss-reward	ChosenDisplay		0.0		
5	177.913	0.25	loss-reward	TurnDisplay				
5	178.163	0.75	loss-reward	OutcomeDisplay				
6	178.916		loss-noreward	ImageDisplay1		0.0		
6	181.156	0.75	loss-noreward	StartDisplay				
6	181.908		loss-noreward	ImageDisplay2		0.0		
6	184.917	1.6	loss-noreward	ChoiceDisplay	1	0.945	1	1
6	185.886	0.655	loss-noreward	ChosenDisplay		0.0		
6	186.522	0.25	loss-noreward	TurnDisplay				
6	186.772	0.75	loss-noreward	OutcomeDisplay				
7	187.525		control-noreward	ImageDisplay1		0.0		
7	189.765	0.75	control-noreward	StartDisplay				
7	190.517		control-noreward	ImageDisplay2		0.0		
7	193.526	1.6	control-noreward	ChoiceDisplay	1	0.955	1	1
7	194.495	0.645	control-noreward	ChosenDisplay		0.0		
7	195.131	0.25	control-noreward	TurnDisplay				
7	195.381	0.75	control-noreward	OutcomeDisplay				
8	196.134		win-noreward	ImageDisplay1		0.0		
8	198.123	0.75	win-noreward	StartDisplay				
8	198.875		win-noreward	ImageDisplay2		0.0		
8	202.135	1.6	win-noreward	ChoiceDisplay	1	0.946	1	1
8	203.104	0.654	win-noreward	ChosenDisplay		0.0		
8	203.74	0.25	win-noreward	TurnDisplay				
8	203.99	0.75	win-noreward	OutcomeDisplay				
9	204.743		loss-noreward	ImageDisplay1		0.0		
9	206.983	0.75	loss-noreward	StartDisplay				
9	207.735		loss-noreward	ImageDisplay2		0.0		
9	210.744	1.6	loss-noreward	ChoiceDisplay	1	1.112	1	1
9	211.88	0.488	loss-noreward	ChosenDisplay		0.0		
9	212.348	0.25	loss-noreward	TurnDisplay				
9	212.599	0.75	loss-noreward	OutcomeDisplay				
10	213.351		control-noreward	ImageDisplay1		0.0		
10	215.341	0.75	control-noreward	StartDisplay				
10	216.093		control-noreward	ImageDisplay2		0.0		
10	219.353	1.6	control-noreward	ChoiceDisplay	1	0.952	1	1
10	220.322	0.648	control-noreward	ChosenDisplay		0.0		
10	220.957	0.25	control-noreward	TurnDisplay				
10	221.208	0.75	control-noreward	OutcomeDisplay				
11	221.96		loss-reward	ImageDisplay1		0.0		
11	223.95	0.75	loss-reward	StartDisplay				
11	224.702		loss-reward	ImageDisplay2		0.0		
11	227.962	1.6	loss-reward	ChoiceDisplay	1	0.892	1	1
11	228.881	0.708	loss-reward	ChosenDisplay		0.0		
11	229.566	0.25	loss-reward	TurnDisplay				
11	229.817	0.75	loss-reward	OutcomeDisplay				
12	230.569		win-noreward	ImageDisplay1		0.0		
12	232.559	0.75	win-noreward	StartDisplay				
12	233.311		win-noreward	ImageDisplay2		0.0		
12	236.57	1.6	win-noreward	ChoiceDisplay	1	0.801	1	1
12	237.39	0.799	win-noreward	ChosenDisplay		0.0		
12	238.175	0.25	win-noreward	TurnDisplay				
12	238.426	0.75	win-noreward	OutcomeDisplay				
13	239.178		win-noreward	ImageDisplay1		0.0		
13	241.418	0.75	win-noreward	StartDisplay				
13	242.17		win-noreward	ImageDisplay2		0.0		
13	245.179	1.6	win-noreward	ChoiceDisplay	1	0.898	1	1
13	246.099	0.702	win-noreward	ChosenDisplay		0.0		
13	246.784	0.25	win-noreward	TurnDisplay				
13	247.035	0.75	win-noreward	OutcomeDisplay				
14	247.787		control-reward	ImageDisplay1		0.0		
14	249.776	0.75	control-reward	StartDisplay				
14	250.529		control-reward	ImageDisplay2		0.0		
14	253.788	1.6	control-reward	ChoiceDisplay	1	0.722	1	1
14	254.524	0.878	control-reward	ChosenDisplay		0.0		
14	255.393	0.25	control-reward	TurnDisplay				
14	255.644	0.75	control-reward	OutcomeDisplay				
15	256.396		win-reward	ImageDisplay1		0.0		
15	258.385	0.75	win-reward	StartDisplay				
15	259.138		win-reward	ImageDisplay2		0.0		
15	262.397	1.6	win-reward	ChoiceDisplay	1	0.93	1	1
15	263.35	0.67	win-reward	ChosenDisplay		0.0		
15	264.002	0.25	win-reward	TurnDisplay				
15	264.253	0.75	win-reward	OutcomeDisplay				
16	265.005		control-noreward	ImageDisplay1		0.0		
16	266.994	0.75	control-noreward	StartDisplay				
16	267.747		control-noreward	ImageDisplay2		0.0		
16	271.006	1.6	control-noreward	ChoiceDisplay	1	0.849	1	1
16	271.875	0.751	control-noreward	ChosenDisplay		0.0		
16	272.611	0.25	control-noreward	TurnDisplay				
16	272.862	0.75	control-noreward	OutcomeDisplay				
17	273.614		loss-reward	ImageDisplay1		0.0		
17	275.854	0.75	loss-reward	StartDisplay				
17	276.606		loss-reward	ImageDisplay2		0.0		
17	279.615	1.6	loss-reward	ChoiceDisplay	1	0.855	1	1
17	280.484	0.745	loss-reward	ChosenDisplay		0.0		
17	281.22	0.25	loss-reward	TurnDisplay				
17	281.471	0.75	loss-reward	OutcomeDisplay				
18	282.223		loss-noreward	ImageDisplay1		0.0		
18	284.212	0.75	loss-noreward	StartDisplay				
18	284.964		loss-noreward	ImageDisplay2		0.0		
18	288.224	1.6	loss-noreward	ChoiceDisplay	1	0.914	1	1
18	289.16	0.686	loss-noreward	ChosenDisplay		0.0		
18	289.829	0.25	loss-noreward	TurnDisplay				
18	290.08	0.75	loss-noreward	OutcomeDisplay				
19	290.832		loss-noreward	ImageDisplay1		0.0		
19	293.072	0.75	loss-noreward	StartDisplay				
19	293.824		loss-noreward	ImageDisplay2		0.0		
19	296.833	1.6	loss-noreward	ChoiceDisplay	1	0.874	1	1
19	297.719	0.726	loss-noreward	ChosenDisplay		0.0		
19	298.438	0.25	loss-noreward	TurnDisplay				
19	298.689	0.75	loss-noreward	OutcomeDisplay				
20	299.441		win-noreward	ImageDisplay1		0.0		
20	301.43	0.75	win-noreward	StartDisplay				
20	302.182		win-noreward	ImageDisplay2		0.0		
20	305.442	1.6	win-noreward	ChoiceDisplay	1	0.84	1	1
20	306.294	0.76	win-noreward	ChosenDisplay		0.0		
20	307.047	0.25	win-noreward	TurnDisplay				
20	307.297	0.75	win-noreward	OutcomeDisplay				
21	308.05		win-noreward	ImageDisplay1		0.0		
21	310.29	0.75	win-noreward	StartDisplay				
21	311.042		win-noreward	ImageDisplay2		0.0		
21	314.051	1.6	win-noreward	ChoiceDisplay	1	1.055	1	1
21	315.121	0.545	win-noreward	ChosenDisplay		0.0		
21	315.656	0.25	win-noreward	TurnDisplay				
21	315.906	0.75	win-noreward	OutcomeDisplay				
22	316.659		loss-noreward	ImageDisplay1		0.0		
22	318.899	0.75	loss-noreward	StartDisplay				
22	319.651		loss-noreward	ImageDisplay2		0.0		
22	322.66	1.6	loss-noreward	ChoiceDisplay	1	1.056	1	1
22	323.73	0.544	loss-noreward	ChosenDisplay		0.0		
22	324.265	0.25	loss-noreward	TurnDisplay				
22	324.515	0.75	loss-noreward	OutcomeDisplay				
23	325.268		loss-reward	ImageDisplay1		0.0		
23	327.257	0.75	loss-reward	StartDisplay				
23	328.009		loss-reward	ImageDisplay2		0.0		
23	331.269	1.6	loss-reward	ChoiceDisplay	1	1.007	1	1
23	332.288	0.593	loss-reward	ChosenDisplay		0.0		
23	332.873	0.25	loss-reward	TurnDisplay				
23	333.124	0.75	loss-reward	OutcomeDisplay				
24	333.876		win-noreward	ImageDisplay1		0.0		
24	335.866	0.75	win-noreward	StartDisplay				
24	336.618		win-noreward	ImageDisplay2		0.0		
24	339.878	1.6	win-noreward	ChoiceDisplay	1	0.942	1	1
24	340.847	0.658	win-noreward	ChosenDisplay		0.0		
24	341.482	0.25	win-noreward	TurnDisplay				
24	341.733	0.75	win-noreward	OutcomeDisplay				
25	342.485		control-reward	ImageDisplay1		0.0		
25	344.475	0.75	control-reward	StartDisplay				
25	345.227		control-reward	ImageDisplay2		0.0		
25	348.487	1.6	control-reward	ChoiceDisplay	1	0.987	1	1
25	349.49	0.613	control-reward	ChosenDisplay		0.0		
25	350.091	0.25	control-reward	TurnDisplay				
