frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	59.401		win-reward	ImageDisplay1		0.0		
0	61.641	0.75	win-reward	StartDisplay				
0	62.376		win-reward	ImageDisplay2		0.0		
0	65.385	1.6	win-reward	ChoiceDisplay	1	0.495	1	1
0	65.903	1.105	win-reward	ChosenDisplay		0.0		
0	66.99	0.25	win-reward	TurnDisplay				
0	67.241	0.75	win-reward	OutcomeDisplay				
1	67.993		win-reward	ImageDisplay1		0.0		
1	69.982	0.75	win-reward	StartDisplay				
1	70.734		win-reward	ImageDisplay2		0.0		
1	73.994	1.6	win-reward	ChoiceDisplay	1	0.563	1	1
1	74.579	1.037	win-reward	ChosenDisplay		0.0		
1	75.599	0.25	win-reward	TurnDisplay				
1	75.85	0.75	win-reward	OutcomeDisplay				
2	76.602		win-noreward	ImageDisplay1		0.0		
2	78.591	0.75	win-noreward	StartDisplay				
2	79.343		win-noreward	ImageDisplay2		0.0		
2	82.603	1.6	win-noreward	ChoiceDisplay	1	0.785	1	1
2	83.406	0.815	win-noreward	ChosenDisplay		0.0		
2	84.208	0.25	win-noreward	TurnDisplay				
2	84.459	0.75	win-noreward	OutcomeDisplay				
3	85.211		loss-noreward	ImageDisplay1		0.0		
3	87.2	0.75	loss-noreward	StartDisplay				
3	87.953		loss-noreward	ImageDisplay2		0.0		
3	91.212	1.6	loss-noreward	ChoiceDisplay		0.0		
3	92.8	0.0	loss-noreward	ChosenDisplay		0.0		
3	92.817	0.25	loss-noreward	TurnDisplay				
3	93.051	0.75	loss-noreward	OutcomeDisplay				
4	93.803		loss-reward	ImageDisplay1		0.0		
4	96.06	0.75	loss-reward	StartDisplay				
4	96.812		loss-reward	ImageDisplay2		0.0		
4	99.805	1.6	loss-reward	ChoiceDisplay	1	0.525	1	1
4	100.356	1.075	loss-reward	ChosenDisplay		0.0		
4	101.409	0.25	loss-reward	TurnDisplay				
4	101.66	0.75	loss-reward	OutcomeDisplay				
5	102.412		loss-reward	ImageDisplay1		0.0		
5	104.652	0.75	loss-reward	StartDisplay				
5	105.405		loss-reward	ImageDisplay2		0.0		
5	108.414	1.6	loss-reward	ChoiceDisplay	1	0.285	1	1
5	108.715	1.315	loss-reward	ChosenDisplay		0.0		
5	110.019	0.25	loss-reward	TurnDisplay				
5	110.269	0.75	loss-reward	OutcomeDisplay				
6	111.022		win-noreward	ImageDisplay1		0.0		
6	113.011	0.75	win-noreward	StartDisplay				
6	113.763		win-noreward	ImageDisplay2		0.0		
6	117.023	1.6	win-noreward	ChoiceDisplay	1	0.292	1	1
6	117.34	1.308	win-noreward	ChosenDisplay		0.0		
6	118.628	0.25	win-noreward	TurnDisplay				
6	118.878	0.75	win-noreward	OutcomeDisplay				
7	119.631		loss-noreward	ImageDisplay1		0.0		
7	121.871	0.75	loss-noreward	StartDisplay				
7	122.623		loss-noreward	ImageDisplay2		0.0		
7	125.632	1.6	loss-noreward	ChoiceDisplay	1	0.741	1	1
7	126.384	0.859	loss-noreward	ChosenDisplay		0.0		
7	127.237	0.25	loss-noreward	TurnDisplay				
