frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	60.298		win-reward	ImageDisplay1		0.0		
0	62.282	0.75	win-reward	StartDisplay				
0	63.031		win-reward	ImageDisplay2		0.0		
0	66.281	1.6	win-reward	ChoiceDisplay	1	0.581	1	1
0	66.881	1.019	win-reward	ChosenDisplay		0.0		
0	67.881	0.25	win-reward	TurnDisplay				
0	68.131	0.75	win-reward	OutcomeDisplay				
1	68.881		control-noreward	ImageDisplay1		0.0		
1	71.131	0.75	control-noreward	StartDisplay				
1	71.881		control-noreward	ImageDisplay2		0.0		
1	74.881	1.6	control-noreward	ChoiceDisplay	1	0.627	1	1
1	75.531	0.973	control-noreward	ChosenDisplay		0.0		
1	76.481	0.25	control-noreward	TurnDisplay				
1	76.731	0.75	control-noreward	OutcomeDisplay				
2	77.481		loss-noreward	ImageDisplay1		0.0		
2	79.481	0.75	loss-noreward	StartDisplay				
2	80.231		loss-noreward	ImageDisplay2		0.0		
2	83.481	1.6	loss-noreward	ChoiceDisplay	1	0.937	1	1
2	84.431	0.663	loss-noreward	ChosenDisplay		0.0		
2	85.081	0.25	loss-noreward	TurnDisplay				
2	85.331	0.75	loss-noreward	OutcomeDisplay				
3	86.081		control-reward	ImageDisplay1		0.0		
3	88.331	0.75	control-reward	StartDisplay				
3	89.081		control-reward	ImageDisplay2		0.0		
3	92.081	1.6	control-reward	ChoiceDisplay	1	0.475	1	1
3	92.581	1.125	control-reward	ChosenDisplay		0.0		
3	93.681	0.25	control-reward	TurnDisplay				
3	93.931	0.75	control-reward	OutcomeDisplay				
4	94.681		loss-noreward	ImageDisplay1		0.0		
4	96.681	0.75	loss-noreward	StartDisplay				
4	97.431		loss-noreward	ImageDisplay2		0.0		
4	100.68	1.6	loss-noreward	ChoiceDisplay	1	0.327	1	1
4	101.03	1.273	loss-noreward	ChosenDisplay		0.0		
4	102.28	0.25	loss-noreward	TurnDisplay				
4	102.53	0.75	loss-noreward	OutcomeDisplay				
5	103.28		win-reward	ImageDisplay1		0.0		
5	105.28	0.75	win-reward	StartDisplay				
5	106.03		win-reward	ImageDisplay2		0.0		
5	109.28	1.6	win-reward	ChoiceDisplay	1	0.676	1	1
5	109.98	0.924	win-reward	ChosenDisplay		0.0		
5	110.88	0.25	win-reward	TurnDisplay				
5	111.13	0.75	win-reward	OutcomeDisplay				
6	111.88		loss-reward	ImageDisplay1		0.0		
