frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	65.283		control-reward	ImageDisplay1		0.0		
0	67.272	0.75	control-reward	StartDisplay				
0	68.025		control-reward	ImageDisplay2		0.0		
0	71.268	1.6	control-reward	ChoiceDisplay	1	1.066	1	1
0	72.354	0.534	control-reward	ChosenDisplay		0.0		
0	72.872	0.25	control-reward	TurnDisplay				
0	73.123	0.75	control-reward	OutcomeDisplay				
1	73.875		loss-reward	ImageDisplay1		0.0		
1	75.865	0.75	loss-reward	StartDisplay				
1	76.617		loss-reward	ImageDisplay2		0.0		
1	79.877	1.6	loss-reward	ChoiceDisplay	1	0.956	1	1
1	80.846	0.644	loss-reward	ChosenDisplay		0.0		
1	81.481	0.25	loss-reward	TurnDisplay				
1	81.732	0.75	loss-reward	OutcomeDisplay				
2	82.484		win-reward	ImageDisplay1		0.0		
2	84.474	0.75	win-reward	StartDisplay				
2	85.226		win-reward	ImageDisplay2		0.0		
2	88.486	1.6	win-reward	ChoiceDisplay	1	0.839	1	1
2	89.338	0.761	win-reward	ChosenDisplay		0.0		
2	90.09	0.25	win-reward	TurnDisplay				
2	90.341	0.75	win-reward	OutcomeDisplay				
3	91.093		win-reward	ImageDisplay1		0.0		
3	93.333	0.75	win-reward	StartDisplay				
3	94.086		win-reward	ImageDisplay2		0.0		
3	97.094	1.6	win-reward	ChoiceDisplay	1	0.76	1	1
3	97.88	0.84	win-reward	ChosenDisplay		0.0		
3	98.699	0.25	win-reward	TurnDisplay				
3	98.95	0.75	win-reward	OutcomeDisplay				
4	99.702		win-noreward	ImageDisplay1		0.0		
4	101.691	0.75	win-noreward	StartDisplay				
4	102.444		win-noreward	ImageDisplay2		0.0		
4	105.703	1.6	win-noreward	ChoiceDisplay	1	1.037	1	1
4	106.757	0.563	win-noreward	ChosenDisplay		0.0		
4	107.308	0.25	win-noreward	TurnDisplay				
4	107.559	0.75	win-noreward	OutcomeDisplay				
5	108.311		control-noreward	ImageDisplay1		0.0		
5	110.3	0.75	control-noreward	StartDisplay				
5	111.053		control-noreward	ImageDisplay2		0.0		
5	114.312	1.6	control-noreward	ChoiceDisplay	1	0.911	1	1
5	115.248	0.689	control-noreward	ChosenDisplay		0.0		
5	115.917	0.25	control-noreward	TurnDisplay				
5	116.168	0.75	control-noreward	OutcomeDisplay				
6	116.92		win-reward	ImageDisplay1		0.0		
6	118.909	0.75	win-reward	StartDisplay				
6	119.662		win-reward	ImageDisplay2		0.0		
6	122.921	1.6	win-reward	ChoiceDisplay	1	1.06	1	1
6	124.008	0.54	win-reward	ChosenDisplay		0.0		
6	124.526	0.25	win-reward	TurnDisplay				
6	124.777	0.75	win-reward	OutcomeDisplay				
7	125.529		win-noreward	ImageDisplay1		0.0		
7	127.518	0.75	win-noreward	StartDisplay				
7	128.271		win-noreward	ImageDisplay2		0.0		
7	131.53	1.6	win-noreward	ChoiceDisplay	1	0.861	1	1
7	132.416	0.739	win-noreward	ChosenDisplay		0.0		
7	133.135	0.25	win-noreward	TurnDisplay				
7	133.386	0.75	win-noreward	OutcomeDisplay				
8	134.138		win-reward	ImageDisplay1		0.0		
8	136.378	0.75	win-reward	StartDisplay				
8	137.13		win-reward	ImageDisplay2		0.0		
8	140.139	1.6	win-reward	ChoiceDisplay	1	1.042	1	1
8	141.192	0.558	win-reward	ChosenDisplay		0.0		
8	141.744	0.25	win-reward	TurnDisplay				
8	141.995	0.75	win-reward	OutcomeDisplay				
9	142.747		control-reward	ImageDisplay1		0.0		
9	144.987	0.75	control-reward	StartDisplay				
9	145.739		control-reward	ImageDisplay2		0.0		
9	148.748	1.6	control-reward	ChoiceDisplay	1	0.796	1	1
9	149.567	0.804	control-reward	ChosenDisplay		0.0		
9	150.353	0.25	control-reward	TurnDisplay				
9	150.604	0.75	control-reward	OutcomeDisplay				
10	151.356		control-noreward	ImageDisplay1		0.0		
10	153.345	0.75	control-noreward	StartDisplay				
10	154.097		control-noreward	ImageDisplay2		0.0		
10	157.357	1.6	control-noreward	ChoiceDisplay	1	0.95	1	1
10	158.327	0.65	control-noreward	ChosenDisplay		0.0		
10	158.962	0.25	control-noreward	TurnDisplay				
10	159.213	0.75	control-noreward	OutcomeDisplay				
11	159.965		loss-reward	ImageDisplay1		0.0		
11	162.205	0.75	loss-reward	StartDisplay				
11	162.957		loss-reward	ImageDisplay2		0.0		
11	165.966	1.6	loss-reward	ChoiceDisplay	1	0.92	1	1
11	166.902	0.68	loss-reward	ChosenDisplay		0.0		
11	167.571	0.25	loss-reward	TurnDisplay				
11	167.821	0.75	loss-reward	OutcomeDisplay				
12	168.574		loss-noreward	ImageDisplay1		0.0		
12	170.563	0.75	loss-noreward	StartDisplay				
12	171.315		loss-noreward	ImageDisplay2		0.0		
12	174.575	1.6	loss-noreward	ChoiceDisplay	1	0.97	1	1
12	175.561	0.63	loss-noreward	ChosenDisplay		0.0		
12	176.18	0.25	loss-noreward	TurnDisplay				
12	176.43	0.75	loss-noreward	OutcomeDisplay				
13	177.183		control-reward	ImageDisplay1		0.0		
