frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	39.02		control-noreward	ImageDisplay1		0.0		
0	41.26	0.75	control-noreward	StartDisplay				
0	42.013		control-noreward	ImageDisplay2		0.0		
0	45.005	1.6	control-noreward	ChoiceDisplay	1	1.043	1	1
0	46.075	0.557	control-noreward	ChosenDisplay		0.0		
0	46.61	0.25	control-noreward	TurnDisplay				
0	46.86	0.75	control-noreward	OutcomeDisplay				
1	47.613		win-noreward	ImageDisplay1		0.0		
1	49.853	0.75	win-noreward	StartDisplay				
1	50.605		win-noreward	ImageDisplay2		0.0		
1	53.614	1.6	win-noreward	ChoiceDisplay	1	0.519	1	1
1	54.149	1.081	win-noreward	ChosenDisplay		0.0		
1	55.219	0.25	win-noreward	TurnDisplay				
1	55.47	0.75	win-noreward	OutcomeDisplay				
2	56.222		win-noreward	ImageDisplay1		0.0		
2	58.462	0.75	win-noreward	StartDisplay				
2	59.214		win-noreward	ImageDisplay2		0.0		
2	62.223	1.6	win-noreward	ChoiceDisplay	1	0.768	1	1
2	63.009	0.832	win-noreward	ChosenDisplay		0.0		
2	63.828	0.25	win-noreward	TurnDisplay				
2	64.079	0.75	win-noreward	OutcomeDisplay				
3	64.831		control-noreward	ImageDisplay1		0.0		
3	67.071	0.75	control-noreward	StartDisplay				
3	67.823		control-noreward	ImageDisplay2		0.0		
3	70.832	1.6	control-noreward	ChoiceDisplay	1	0.796	1	1
3	71.651	0.804	control-noreward	ChosenDisplay		0.0		
3	72.437	0.25	control-noreward	TurnDisplay				
3	72.688	0.75	control-noreward	OutcomeDisplay				
4	73.44		control-reward	ImageDisplay1		0.0		
4	75.68	0.75	control-reward	StartDisplay				
4	76.432		control-reward	ImageDisplay2		0.0		
4	79.441	1.6	control-reward	ChoiceDisplay	1	0.755	1	1
4	80.21	0.845	control-reward	ChosenDisplay		0.0		
4	81.046	0.25	control-reward	TurnDisplay				
4	81.297	0.75	control-reward	OutcomeDisplay				
5	82.049		control-noreward	ImageDisplay1		0.0		
5	84.038	0.75	control-noreward	StartDisplay				
5	84.791		control-noreward	ImageDisplay2		0.0		
5	88.05	1.6	control-noreward	ChoiceDisplay	1	0.861	1	1
5	88.936	0.739	control-noreward	ChosenDisplay		0.0		
5	89.655	0.25	control-noreward	TurnDisplay				
5	89.906	0.75	control-noreward	OutcomeDisplay				
6	90.658		win-noreward	ImageDisplay1		0.0		
6	92.647	0.75	win-noreward	StartDisplay				
6	93.4		win-noreward	ImageDisplay2		0.0		
6	96.659	1.6	win-noreward	ChoiceDisplay	1	0.888	1	1
6	97.562	0.712	win-noreward	ChosenDisplay		0.0		
6	98.264	0.25	win-noreward	TurnDisplay				
6	98.515	0.75	win-noreward	OutcomeDisplay				
7	99.267		loss-noreward	ImageDisplay1		0.0		
7	101.256	0.75	loss-noreward	StartDisplay				
7	102.009		loss-noreward	ImageDisplay2		0.0		
7	105.268	1.6	loss-noreward	ChoiceDisplay	1	0.641	1	1
7	105.92	0.959	loss-noreward	ChosenDisplay		0.0		
7	106.873	0.25	loss-noreward	TurnDisplay				
7	107.124	0.75	loss-noreward	OutcomeDisplay				
8	107.876		control-reward	ImageDisplay1		0.0		
8	109.866	0.75	control-reward	StartDisplay				
8	110.618		control-reward	ImageDisplay2		0.0		
8	113.878	1.6	control-reward	ChoiceDisplay	1	0.547	1	1
8	114.446	1.053	control-reward	ChosenDisplay		0.0		
8	115.482	0.25	control-reward	TurnDisplay				
8	115.733	0.75	control-reward	OutcomeDisplay				
9	116.485		win-reward	ImageDisplay1		0.0		
9	118.725	0.75	win-reward	StartDisplay				
9	119.478		win-reward	ImageDisplay2		0.0		
9	122.487	1.6	win-reward	ChoiceDisplay	1	0.808	1	1
9	123.322	0.792	win-reward	ChosenDisplay		0.0		
9	124.091	0.25	win-reward	TurnDisplay				
9	124.342	0.75	win-reward	OutcomeDisplay				
10	125.094		loss-reward	ImageDisplay1		0.0		
10	127.334	0.75	loss-reward	StartDisplay				
10	128.087		loss-reward	ImageDisplay2		0.0		
10	131.096	1.6	loss-reward	ChoiceDisplay	1	1.144	1	1
10	132.266	0.456	loss-reward	ChosenDisplay		0.0		
10	132.7	0.25	loss-reward	TurnDisplay				
10	132.951	0.75	loss-reward	OutcomeDisplay				
11	133.703		control-noreward	ImageDisplay1		0.0		
11	135.944	0.75	control-noreward	StartDisplay				
11	136.696		control-noreward	ImageDisplay2		0.0		
11	139.705	1.6	control-noreward	ChoiceDisplay	1	0.803	1	1
11	140.524	0.797	control-noreward	ChosenDisplay		0.0		
11	141.31	0.25	control-noreward	TurnDisplay				
11	141.56	0.75	control-noreward	OutcomeDisplay				
12	142.313		win-reward	ImageDisplay1		0.0		
12	144.553	0.75	win-reward	StartDisplay				
12	145.305		win-reward	ImageDisplay2		0.0		
12	148.314	1.6	win-reward	ChoiceDisplay	1	0.677	1	1
12	149.016	0.923	win-reward	ChosenDisplay		0.0		
12	149.919	0.25	win-reward	TurnDisplay				
12	150.169	0.75	win-reward	OutcomeDisplay				
13	150.922		win-reward	ImageDisplay1		0.0		
13	152.911	0.75	win-reward	StartDisplay				
13	153.663		win-reward	ImageDisplay2		0.0		
13	156.923	1.6	win-reward	ChoiceDisplay	1	0.655	1	1
13	157.592	0.945	win-reward	ChosenDisplay		0.0		
13	158.528	0.25	win-reward	TurnDisplay				
13	158.778	0.75	win-reward	OutcomeDisplay				
14	159.531		loss-noreward	ImageDisplay1		0.0		
14	161.771	0.75	loss-noreward	StartDisplay				
