frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	740.614		loss-noreward	ImageDisplay1		0.0		
0	742.603	0.75	loss-noreward	StartDisplay				
0	743.355		loss-noreward	ImageDisplay2		0.0		
0	746.598	1.6	loss-noreward	ChoiceDisplay	1	1.137	1	1
0	747.752	0.463	loss-noreward	ChosenDisplay		0.0		
0	748.203	0.25	loss-noreward	TurnDisplay				
0	748.454	0.75	loss-noreward	OutcomeDisplay				
1	749.206		control-noreward	ImageDisplay1		0.0		
1	751.195	0.75	control-noreward	StartDisplay				
1	751.948		control-noreward	ImageDisplay2		0.0		
1	755.207	1.6	control-noreward	ChoiceDisplay	1	0.866	1	1
1	756.093	0.734	control-noreward	ChosenDisplay		0.0		
1	756.812	0.25	control-noreward	TurnDisplay				
1	757.063	0.75	control-noreward	OutcomeDisplay				
2	757.815		control-reward	ImageDisplay1		0.0		
2	759.804	0.75	control-reward	StartDisplay				
2	760.557		control-reward	ImageDisplay2		0.0		
2	763.816	1.6	control-reward	ChoiceDisplay	1	0.765	1	1
2	764.602	0.835	control-reward	ChosenDisplay		0.0		
2	765.421	0.25	control-reward	TurnDisplay				
2	765.672	0.75	control-reward	OutcomeDisplay				
3	766.424		loss-reward	ImageDisplay1		0.0		
3	768.664	0.75	loss-reward	StartDisplay				
3	769.416		loss-reward	ImageDisplay2		0.0		
3	772.425	1.6	loss-reward	ChoiceDisplay	1	0.669	1	1
3	773.111	0.931	loss-reward	ChosenDisplay		0.0		
3	774.03	0.25	loss-reward	TurnDisplay				
3	774.281	0.75	loss-reward	OutcomeDisplay				
4	775.033		win-reward	ImageDisplay1		0.0		
4	777.023	0.75	win-reward	StartDisplay				
4	777.775		win-reward	ImageDisplay2		0.0		
4	781.035	1.6	win-reward	ChoiceDisplay	1	0.805	1	1
4	781.854	0.795	win-reward	ChosenDisplay		0.0		
4	782.639	0.25	win-reward	TurnDisplay				
4	782.89	0.75	win-reward	OutcomeDisplay				
5	783.642		control-reward	ImageDisplay1		0.0		
5	785.882	0.75	control-reward	StartDisplay				
5	786.635		control-reward	ImageDisplay2		0.0		
5	789.644	1.6	control-reward	ChoiceDisplay	1	1.098	1	1
5	790.764	0.502	control-reward	ChosenDisplay		0.0		
5	791.248	0.25	control-reward	TurnDisplay				
5	791.499	0.75	control-reward	OutcomeDisplay				
6	792.251		loss-noreward	ImageDisplay1		0.0		
6	794.491	0.75	loss-noreward	StartDisplay				
6	795.244		loss-noreward	ImageDisplay2		0.0		
6	798.253	1.6	loss-noreward	ChoiceDisplay	1	0.839	1	1
6	799.105	0.761	loss-noreward	ChosenDisplay		0.0		
6	799.857	0.25	loss-noreward	TurnDisplay				
6	800.108	0.75	loss-noreward	OutcomeDisplay				
