frame	onset	duration	trial_type	event_type	response_type	response_time	stim_file	accuracy
0	228.374		loss-reward	ImageDisplay1		0.0		
0	230.363	0.75	loss-reward	StartDisplay				
0	231.115		loss-reward	ImageDisplay2		0.0		
0	234.375	1.6	loss-reward	ChoiceDisplay	1	0.991	1	1
0	235.378	0.609	loss-reward	ChosenDisplay		0.0		
0	235.98	0.25	loss-reward	TurnDisplay				
0	236.23	0.75	loss-reward	OutcomeDisplay				
1	236.983		loss-noreward	ImageDisplay1		0.0		
1	239.223	0.75	loss-noreward	StartDisplay				
1	239.975		loss-noreward	ImageDisplay2		0.0		
1	242.984	1.6	loss-noreward	ChoiceDisplay	1	0.553	1	1
1	243.552	1.047	loss-noreward	ChosenDisplay		0.0		
1	244.588	0.25	loss-noreward	TurnDisplay				
1	244.839	0.75	loss-noreward	OutcomeDisplay				
2	245.591		win-reward	ImageDisplay1		0.0		
2	247.831	0.75	win-reward	StartDisplay				
2	248.584		win-reward	ImageDisplay2		0.0		
2	251.593	1.6	win-reward	ChoiceDisplay	1	0.739	1	1
2	252.345	0.861	win-reward	ChosenDisplay		0.0		
2	253.197	0.25	win-reward	TurnDisplay				
2	253.448	0.75	win-reward	OutcomeDisplay				
3	254.2		win-noreward	ImageDisplay1		0.0		
3	256.44	0.75	win-noreward	StartDisplay				
3	257.193		win-noreward	ImageDisplay2		0.0		
3	260.201	1.6	win-noreward	ChoiceDisplay	1	0.734	1	1
3	260.954	0.866	win-noreward	ChosenDisplay		0.0		
3	261.806	0.25	win-noreward	TurnDisplay				
3	262.057	0.75	win-noreward	OutcomeDisplay				
4	262.809		loss-noreward	ImageDisplay1		0.0		
4	265.049	0.75	loss-noreward	StartDisplay				
4	265.801		loss-noreward	ImageDisplay2		0.0		
4	268.81	1.6	loss-noreward	ChoiceDisplay	1	1.047	1	1
4	269.88	0.553	loss-noreward	ChosenDisplay		0.0		
4	270.415	0.25	loss-noreward	TurnDisplay				
4	270.666	0.75	loss-noreward	OutcomeDisplay				
5	271.418		loss-reward	ImageDisplay1		0.0		
5	273.658	0.75	loss-reward	StartDisplay				
5	274.41		loss-reward	ImageDisplay2		0.0		
5	277.419	1.6	loss-reward	ChoiceDisplay	1	1.069	1	1
5	278.506	0.531	loss-reward	ChosenDisplay		0.0		
5	279.024	0.25	loss-reward	TurnDisplay				
5	279.275	0.75	loss-reward	OutcomeDisplay				
6	280.027		loss-noreward	ImageDisplay1		0.0		
6	282.267	0.75	loss-noreward	StartDisplay				
6	283.019		loss-noreward	ImageDisplay2		0.0		
